<!-- This file is generated from W3C WAI ARRM data. Do not edit manually. -->
<!-- Source: https://github.com/w3c/wai-arrm/blob/draft/_data/arrm/arrm-all-tasks.csv -->
<!-- Retrieved: 2025-01-01 -->
"ID","WCAG SC","Level","Task","Main Role","Primary Ownership","Secondary Ownership","Contributor","Status"
"FRM-004","1.3.1","A","Related form controls are programmatically associated using fieldset and legend elements or other equivalent means.","Development","Front-End Development","User Experience (UX) Design","none","Best Practice"
"FRM-005","1.3.1","A","Long option lists in select elements are grouped semantically (using the optgroup element, or other equivalent means).","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"FRM-006","1.3.1","A","Common group label text is informative, meaningful and provides context for the grouping.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"FRM-007","1.3.1","A","Instructions and messages are programmatically conveyed to assistive technologies.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"FRM-009","1.3.1","A","Required fields are programmatically conveyed as such to assistive technologies.","Development","Front-End Development","User Experience (UX) Design","none","Best Practice"
"FRM-010","1.3.1","A","Instructions on how to use forms are programmatically conveyed to assistive technologies.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"FRM-013","1.3.5","AA","Data entry fields using the autocomplete attribute for previously entered information are set to the appropriate value.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"FRM-014","1.3.6","AAA","The purpose of user interface components, icons, and regions is implemented using markup languages, in a way that can be programmatically determined.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"FRM-015","2.4.3","A","Keyboard focus is dynamically moved to the error message when errors are returned.","Development","Front-End Development","User Experience (UX) Design","none","Best Practice"
"FRM-016","2.4.6","AA","The purpose of the form control is clearly described in text.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"FRM-019","3.2.2","A","Event handlers are not used to automatically trigger a change of context upon input that would otherwise require explicit user action unless previously communicated.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"FRM-022","3.2.4","A","Visual indicators are presented to support error messages when errors are returned.","Design","Visual Design","User Experience (UX) Design","none","Best Practice"
"FRM-028","3.3.2","A","Form controls are coded to have persistent visual labels.","Development","Front-End Development","User Experience (UX) Design","Visual Design","Requirement"
"FRM-030","3.3.2","A","Clear text-based instructions are provided on how to use the form controls.","Author","Content Authoring","User Experience (UX) Design","Visual Design","Requirement"
"FRM-031","3.3.2","A","Instructions provided in forms are displayed in a clear and unambiguous way.","Design","Visual Design","User Experience (UX) Design","none","Best Practice"
"FRM-033","3.3.3","AA","Error messages returned provide clear instructions on how to fix them.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"FRM-034","3.3.2","AA","Instructions intending to prevent errors are provided in text and available.","Development","Front-End Development","User Experience (UX) Design","Content Authoring","Best Practice"
"CSS-006","1.3.3","A","Shape and location are never used as the only way to convey information and relationships between page components.","Design","Visual Design","User Experience (UX) Design","Content Authoring","Requirement"
"CSS-009","1.4.1","A","Color is never used as the only way to convey information, context, indicate selection or the presence of errors.","Design","Visual Design","User Experience (UX) Design","Content Authoring","Requirement"
"CSS-018","1.4.10","AA","The design makes it possible for end users to enlarge the text so that it reflows into a single column without any loss of information or functionality.","Design","Visual Design","User Experience (UX) Design","none","Requirement"
"NAV-002","1.3.3","A","Instructions are conveyed through more than shape, size, position, or sound alone.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"NAV-012","2.4.1","A","Skip links and similar mechanisms point to the expected destination.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"NAV-013","2.4.3","A","All active elements receive focus in a logical and predictable order that is prescribed by the visual presentation.","Development","Front-End Development","User Experience (UX) Design","User Experience (UX), Design Visual Design","Requirement"
"NAV-015","2.4.3","A","Objects that are not actionable are not part of the tabbing order.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"NAV-016","2.4.3","A","Focus is sent back to the initiating point when modal dialogs and controls are dismissed.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"NAV-022","2.4.9","AAA","The purpose of each link can be identified in its immediate context, or from the link text alone.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"NAV-023","2.4.10","AAA","Content is logically organized using section headings.","Author","Content Authoring","User Experience (UX) Design","Front-End Development","Requirement"
"NAV-027","3.2.4","AA","Navigational graphics and icons used throughout the site or application are designed to always serve the same function and or meaning.","Design","Visual Design","User Experience (UX) Design","none","Requirement"
"NAV-028","3.2.4","AA","The accessible name of user interface components used across the site or application are defined consistently.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"TAB-001","1.3.1","A","Tables are only to be used to lay out tabular information or data.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"TAB-004","1.3.1","A","Tabular data and corresponding header cells for that data are part of the same table.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"TAB-007","1.3.1","A","The relationship between table header rows and table header columns with data cells in simple data tables is provided through the SCOPE attributes.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"TAB-008","1.3.1","A","The relationship between table header rows and table header columns with data cells in complex data tables is provided through the HEADERS and ID attributes.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"TAB-015","1.3.1","A","A meaningful description of the structure of data tables is provided.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"TAB-016","1.3.2","A","The programmatic order of the table content matches the intended reading order, so not to affect its meaning.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"ANM-001","1.2.1","A","Text transcripts are provided for prerecorded audio-only files.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"ANM-002","1.2.1","A","Text transcripts are provided for prerecorded video-only files.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"ANM-007","1.2.2","A","Synchronized captions are provided for all prerecorded video content.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"ANM-013","1.2.4","AA","Captions for live audio content are generated using real-time text transcription services.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"ANM-017","1.2.6","AAA","Sign language interpretation is provided for all prerecorded audio content in synchronized media.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"ANM-018","1.2.7","AAA","Extended audio description is provided for all prerecorded synchronized video content when pauses in foreground audio are insufficient to allow audio descriptions to convey the sense of the video.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"ANM-019","1.2.8","AAA","Text alternatives are provided for all prerecorded audio and video files.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"ANM-021","1.2.9","AAA","Live transcripts are provided for all audio content happening in real-time.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"ANM-023","1.4.2","A","Volume controls for page-level multimedia files are independent from general computer audio controls.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"ANM-025","1.4.2","A","Audio content that automatically starts on page load lasts no longer than 3 seconds.","Development","Front-End Development","User Experience (UX) Design","none","Best Practice"
"ANM-029","2.1.1","A","Multimedia player controls can be fully operated using only the keyboard.","Development","Front-End Development","User Experience (UX) Design","none","Best Practice"
"ANM-036","2.3.3","AAA","Animation features that create the illusion of movement support prefers-reduced-motion (or other equivalent means).","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"ANM-037","4.1.2","A","Information conveyed by multimedia player controls are programmatically announced through assistive technologies.","Development","Front-End Development","User Experience (UX) Design","","Best Practice"
"SCT-005","1.3.1","A","Heading markup is only used for text which acts as a section heading.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"SCT-007","1.3.1","A","The headings used in a page provide a logical outline for the document.","Author","Content Authoring","User Experience (UX) Design","none","Requirement"
"SCT-008","1.3.2","A","The intended reading order of the content remains logical when CSS and images are turned off.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"SCT-009","1.3.2","A","The source code order reflects the intended reading order of the document.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
"SCT-016","1.4.8","AAA","Text content in design assets such as content blocks is left-aligned in left-to-right languages.","Design","Visual Design","User Experience (UX) Design","none","Requirement"
"SCT-027","3.1.5","AAA","Ideas conveyed through text are supported with illustrations or other visuals.","Design","Visual Design","User Experience (UX) Design, Content Authoring","none","Requirement"
"DYN-004","4.1.3","AA","Status, toast, or similar messages are programmatically determined through WAI-ARIA roles or properties, so they can be presented to assistive technology users without receiving focus.","Development","Front-End Development","User Experience (UX) Design","none","Requirement"
